BEGIN
CREATE TABLE
INSERT 0 117
 rk  |           team            |  str  |  ofs  |  dfs  |  sos  
-----+---------------------------+-------+-------+-------+-------
   1 | South Africa              |  4.48 |  2.23 | -2.25 |  3.82
   2 | New Zealand               |  4.43 |  2.33 | -2.10 |  3.81
   3 | France                    |  4.27 |  2.26 | -2.01 |  3.72
   4 | Ireland                   |  4.23 |  2.11 | -2.12 |  3.69
   5 | Argentina                 |  4.00 |  2.19 | -1.81 |  3.80
   6 | England                   |  4.00 |  2.05 | -1.95 |  3.79
   7 | Scotland                  |  3.81 |  1.96 | -1.85 |  3.64
   8 | Australia                 |  3.68 |  1.99 | -1.68 |  4.00
   9 | Fiji                      |  3.45 |  1.82 | -1.63 |  3.15
  10 | Italy                     |  3.36 |  1.84 | -1.52 |  3.66
  11 | Wales                     |  3.30 |  1.68 | -1.61 |  3.87
  12 | Georgia                   |  3.28 |  1.59 | -1.69 |  2.52
  13 | Samoa                     |  2.98 |  1.51 | -1.47 |  3.09
  14 | Japan                     |  2.93 |  1.68 | -1.24 |  2.88
  15 | Sri Lanka                 |  2.57 |  1.27 | -1.30 | -0.37
  16 | USA                       |  2.57 |  1.30 | -1.27 |  2.63
  17 | Portugal                  |  2.47 |  1.38 | -1.09 |  1.92
  18 | Spain                     |  2.45 |  1.43 | -1.02 |  2.22
  19 | Uruguay                   |  2.42 |  1.29 | -1.13 |  2.43
  20 | Tonga                     |  2.40 |  1.28 | -1.12 |  3.05
  21 | Chile                     |  2.32 |  1.25 | -1.07 |  2.04
  22 | Romania                   |  2.05 |  1.15 | -0.90 |  2.39
  23 | Russia                    |  2.05 |  1.40 | -0.65 |  2.22
  24 | Hong Kong China           |  2.02 |  1.09 | -0.94 |  1.37
  25 | Hong Kong                 |  2.02 |  1.09 | -0.94 |  1.37
  26 | Netherlands               |  1.93 |  1.10 | -0.83 |  0.79
  27 | Canada                    |  1.92 |  1.21 | -0.71 |  2.65
  28 | Mexico                    |  1.81 |  0.61 | -1.21 |  0.28
  29 | Zimbabwe                  |  1.81 |  0.96 | -0.85 |  1.12
  30 | Trinidad & Tobago         |  1.80 |  1.24 | -0.56 |  1.25
  31 | Namibia                   |  1.68 |  0.94 | -0.75 |  1.84
  32 | Barbados                  |  1.68 |  0.88 | -0.80 |  0.29
  33 | Brazil                    |  1.64 |  0.98 | -0.67 |  1.76
  34 | Belgium                   |  1.63 |  0.77 | -0.86 |  1.50
  35 | Qatar                     |  1.37 |  0.91 | -0.46 |  0.09
  36 | Guyana                    |  1.23 |  0.20 | -1.02 |  1.32
  37 | Kenya                     |  1.16 |  0.74 | -0.42 |  1.24
  38 | Algeria                   |  1.12 |  0.44 | -0.67 |  0.59
  39 | Kazakhstan                |  1.12 |  0.73 | -0.39 | -0.03
  40 | Morocco                   |  1.04 |  0.53 | -0.51 |  0.45
  41 | Cayman Islands            |  0.98 |  0.85 | -0.13 |  0.28
  42 | West Germany              |  0.96 |  0.47 | -0.49 |  1.59
  43 | Germany                   |  0.96 |  0.47 | -0.49 |  1.59
  44 | Germany                   |  0.96 |  0.47 | -0.49 |  1.59
  45 | India                     |  0.94 |  0.37 | -0.56 | -1.09
  46 | Korea                     |  0.86 |  0.47 | -0.39 |  1.64
  47 | Uzbekistan                |  0.83 |  0.46 | -0.37 |  0.00
  48 | Uganda                    |  0.80 |  0.32 | -0.48 |  0.88
  49 | Senegal                   |  0.67 |  0.62 | -0.04 |  0.58
  50 | United Arab Emirates      |  0.55 |  0.56 |  0.00 |  0.16
  51 | United Arab Emirates      |  0.55 |  0.56 |  0.00 |  0.16
  52 | Poland                    |  0.48 |  0.21 | -0.28 |  0.64
  53 | Madagascar                |  0.47 |  0.60 |  0.13 |  0.45
  54 | Mongolia                  |  0.40 |  0.01 | -0.39 | -0.02
  55 | Switzerland               |  0.38 |  0.27 | -0.11 |  0.15
  56 | Tunisia                   |  0.37 |  0.16 | -0.20 |  0.88
  57 | Papua New Guinea          |  0.37 |  0.25 | -0.12 |  0.76
  58 | Paraguay                  |  0.32 |  0.42 |  0.10 |  0.82
  59 | Lebanon                   |  0.22 | -0.23 | -0.45 | -0.13
  60 | Cote D'Ivoire             |  0.19 |  0.04 | -0.16 |  0.29
  61 | Solomon Islands           |  0.18 |  0.05 | -0.13 |  0.19
  62 | Iran                      |  0.17 |  0.02 | -0.15 | -0.09
  63 | Czechia                   | -0.09 |  0.17 |  0.27 | -0.40
  64 | Czech Republic            | -0.09 |  0.17 |  0.27 | -0.40
  65 | Sweden                    | -0.12 |  0.05 |  0.18 | -0.47
  66 | Burkina Faso              | -0.16 | -0.01 |  0.15 |  0.60
  67 | Bermuda                   | -0.44 | -0.49 | -0.05 |  0.38
  68 | Croatia                   | -0.45 |  0.00 |  0.45 | -1.00
  69 | Jamaica                   | -0.48 | -0.08 |  0.40 |  0.18
  70 | Zambia                    | -0.49 | -0.36 |  0.13 |  0.34
  71 | Jordan                    | -0.49 | -0.65 | -0.16 |  0.51
  72 | Vanuatu                   | -0.51 | -0.16 |  0.34 |  0.27
  73 | Lithuania                 | -0.64 | -0.19 |  0.45 | -0.34
  74 | Colombia                  | -0.68 | -0.44 |  0.23 | -0.91
  75 | Malaysia                  | -0.72 | -0.39 |  0.33 |  0.31
  76 | Ghana                     | -0.75 | -0.04 |  0.71 | -0.16
  77 | Denmark                   | -0.80 | -0.49 |  0.31 | -2.35
  78 | Ukraine                   | -0.88 | -0.41 |  0.47 |  0.22
  79 | Nigeria                   | -0.88 | -0.58 |  0.30 | -0.36
  80 | Luxembourg                | -0.92 | -0.52 |  0.40 | -1.64
  81 | St Lucia                  | -1.03 | -0.31 |  0.71 | -2.99
  82 | Latvia                    | -1.24 | -0.46 |  0.78 | -1.45
  83 | Moldova                   | -1.30 | -0.86 |  0.44 | -0.14
  84 | Botswana                  | -1.31 | -0.40 |  0.91 | -0.80
  85 | Finland                   | -1.35 | -0.60 |  0.74 | -2.30
  86 | Israel                    | -1.63 | -0.89 |  0.73 | -1.40
  87 | Malta                     | -1.67 | -1.12 |  0.55 | -1.15
  88 | Austria                   | -1.86 | -0.80 |  1.06 | -2.34
  89 | Bahamas                   | -1.87 | -0.86 |  1.01 |  0.35
  90 | Hungary                   | -1.94 | -0.96 |  0.98 | -1.68
  91 | Andorra                   | -1.98 | -1.10 |  0.88 | -1.87
  92 | Kyrgyzstan                | -2.01 | -0.83 |  1.17 | -0.59
  93 | Bangladesh                | -2.07 | -0.85 |  1.22 | -1.17
  94 | Lesotho                   | -2.09 | -1.12 |  0.97 | -3.56
  95 | Cyprus                    | -2.10 | -0.82 |  1.28 | -1.86
  96 | Cameroon                  | -2.10 | -1.58 |  0.52 | -0.33
  97 | Turkey                    | -2.38 | -1.05 |  1.33 | -2.94
  98 | Singapore                 | -2.51 | -1.34 |  1.18 | -0.88
  99 | Bulgaria                  | -2.56 | -1.11 |  1.45 | -2.43
 100 | Chinese Taipei            | -2.80 | -1.62 |  1.18 | -0.76
 101 | Serbia                    | -2.82 | -1.39 |  1.43 | -2.12
 102 | Slovenia                  | -2.89 | -1.38 |  1.51 | -1.99
 103 | Norway                    | -2.97 | -1.69 |  1.29 | -1.86
 104 | Thailand                  | -3.07 | -1.38 |  1.68 | -0.84
 105 | Venezuela                 | -3.14 | -1.72 |  1.41 | -1.95
 106 | Slovakia                  | -3.17 | -1.07 |  2.10 | -2.80
 107 | Bosnia & Herzegovina      | -3.20 | -1.51 |  1.69 | -2.11
 108 | Nepal                     | -3.28 | -1.94 |  1.34 | -0.57
 109 | Pakistan                  | -3.30 | -2.05 |  1.25 | -0.16
 110 | Montenegro                | -3.52 | -1.70 |  1.82 | -4.05
 111 | Peru                      | -3.86 | -1.81 |  2.06 | -2.39
 112 | St Vincent and Grenadines | -4.16 | -3.57 |  0.59 |  0.06
 113 | Kosovo                    | -4.58 | -2.34 |  2.24 | -2.86
 114 | Eswatini                  | -4.69 | -2.63 |  2.06 | -1.65
 115 | Swaziland                 | -4.69 | -2.63 |  2.06 | -1.65
 116 | Costa Rica                | -5.02 | -2.75 |  2.27 | -3.23
 117 | Estonia                   | -7.47 | -5.48 |  1.98 | -2.10
(117 rows)

 rk  |           team            |  str  |  ofs  |  dfs  |  sos  
-----+---------------------------+-------+-------+-------+-------
   1 | South Africa              |  4.48 |  2.23 | -2.25 |  3.82
   2 | New Zealand               |  4.43 |  2.33 | -2.10 |  3.81
   3 | France                    |  4.27 |  2.26 | -2.01 |  3.72
   4 | Ireland                   |  4.23 |  2.11 | -2.12 |  3.69
   5 | Argentina                 |  4.00 |  2.19 | -1.81 |  3.80
   6 | England                   |  4.00 |  2.05 | -1.95 |  3.79
   7 | Scotland                  |  3.81 |  1.96 | -1.85 |  3.64
   8 | Australia                 |  3.68 |  1.99 | -1.68 |  4.00
   9 | Fiji                      |  3.45 |  1.82 | -1.63 |  3.15
  10 | Italy                     |  3.36 |  1.84 | -1.52 |  3.66
  11 | Wales                     |  3.30 |  1.68 | -1.61 |  3.87
  12 | Georgia                   |  3.28 |  1.59 | -1.69 |  2.52
  13 | Samoa                     |  2.98 |  1.51 | -1.47 |  3.09
  14 | Japan                     |  2.93 |  1.68 | -1.24 |  2.88
  15 | Sri Lanka                 |  2.57 |  1.27 | -1.30 | -0.37
  16 | USA                       |  2.57 |  1.30 | -1.27 |  2.63
  17 | Portugal                  |  2.47 |  1.38 | -1.09 |  1.92
  18 | Spain                     |  2.45 |  1.43 | -1.02 |  2.22
  19 | Uruguay                   |  2.42 |  1.29 | -1.13 |  2.43
  20 | Tonga                     |  2.40 |  1.28 | -1.12 |  3.05
  21 | Chile                     |  2.32 |  1.25 | -1.07 |  2.04
  22 | Romania                   |  2.05 |  1.15 | -0.90 |  2.39
  23 | Russia                    |  2.05 |  1.40 | -0.65 |  2.22
  24 | Hong Kong China           |  2.02 |  1.09 | -0.94 |  1.37
  25 | Hong Kong                 |  2.02 |  1.09 | -0.94 |  1.37
  26 | Netherlands               |  1.93 |  1.10 | -0.83 |  0.79
  27 | Canada                    |  1.92 |  1.21 | -0.71 |  2.65
  28 | Mexico                    |  1.81 |  0.61 | -1.21 |  0.28
  29 | Zimbabwe                  |  1.81 |  0.96 | -0.85 |  1.12
  30 | Trinidad & Tobago         |  1.80 |  1.24 | -0.56 |  1.25
  31 | Namibia                   |  1.68 |  0.94 | -0.75 |  1.84
  32 | Barbados                  |  1.68 |  0.88 | -0.80 |  0.29
  33 | Brazil                    |  1.64 |  0.98 | -0.67 |  1.76
  34 | Belgium                   |  1.63 |  0.77 | -0.86 |  1.50
  35 | Qatar                     |  1.37 |  0.91 | -0.46 |  0.09
  36 | Guyana                    |  1.23 |  0.20 | -1.02 |  1.32
  37 | Kenya                     |  1.16 |  0.74 | -0.42 |  1.24
  38 | Algeria                   |  1.12 |  0.44 | -0.67 |  0.59
  39 | Kazakhstan                |  1.12 |  0.73 | -0.39 | -0.03
  40 | Morocco                   |  1.04 |  0.53 | -0.51 |  0.45
  41 | Cayman Islands            |  0.98 |  0.85 | -0.13 |  0.28
  42 | West Germany              |  0.96 |  0.47 | -0.49 |  1.59
  43 | Germany                   |  0.96 |  0.47 | -0.49 |  1.59
  44 | Germany                   |  0.96 |  0.47 | -0.49 |  1.59
  45 | India                     |  0.94 |  0.37 | -0.56 | -1.09
  46 | Korea                     |  0.86 |  0.47 | -0.39 |  1.64
  47 | Uzbekistan                |  0.83 |  0.46 | -0.37 |  0.00
  48 | Uganda                    |  0.80 |  0.32 | -0.48 |  0.88
  49 | Senegal                   |  0.67 |  0.62 | -0.04 |  0.58
  50 | United Arab Emirates      |  0.55 |  0.56 |  0.00 |  0.16
  51 | United Arab Emirates      |  0.55 |  0.56 |  0.00 |  0.16
  52 | Poland                    |  0.48 |  0.21 | -0.28 |  0.64
  53 | Madagascar                |  0.47 |  0.60 |  0.13 |  0.45
  54 | Mongolia                  |  0.40 |  0.01 | -0.39 | -0.02
  55 | Switzerland               |  0.38 |  0.27 | -0.11 |  0.15
  56 | Tunisia                   |  0.37 |  0.16 | -0.20 |  0.88
  57 | Papua New Guinea          |  0.37 |  0.25 | -0.12 |  0.76
  58 | Paraguay                  |  0.32 |  0.42 |  0.10 |  0.82
  59 | Lebanon                   |  0.22 | -0.23 | -0.45 | -0.13
  60 | Cote D'Ivoire             |  0.19 |  0.04 | -0.16 |  0.29
  61 | Solomon Islands           |  0.18 |  0.05 | -0.13 |  0.19
  62 | Iran                      |  0.17 |  0.02 | -0.15 | -0.09
  63 | Czechia                   | -0.09 |  0.17 |  0.27 | -0.40
  64 | Czech Republic            | -0.09 |  0.17 |  0.27 | -0.40
  65 | Sweden                    | -0.12 |  0.05 |  0.18 | -0.47
  66 | Burkina Faso              | -0.16 | -0.01 |  0.15 |  0.60
  67 | Bermuda                   | -0.44 | -0.49 | -0.05 |  0.38
  68 | Croatia                   | -0.45 |  0.00 |  0.45 | -1.00
  69 | Jamaica                   | -0.48 | -0.08 |  0.40 |  0.18
  70 | Zambia                    | -0.49 | -0.36 |  0.13 |  0.34
  71 | Jordan                    | -0.49 | -0.65 | -0.16 |  0.51
  72 | Vanuatu                   | -0.51 | -0.16 |  0.34 |  0.27
  73 | Lithuania                 | -0.64 | -0.19 |  0.45 | -0.34
  74 | Colombia                  | -0.68 | -0.44 |  0.23 | -0.91
  75 | Malaysia                  | -0.72 | -0.39 |  0.33 |  0.31
  76 | Ghana                     | -0.75 | -0.04 |  0.71 | -0.16
